@relation 'pacmanwithfood-weka.filters.unsupervised.attribute.Remove-R1-2,11-18,31-34'

@attribute goWest {T,F}
@attribute goEast {T,F}
@attribute goNorth {T,F}
@attribute goSouth {T,F}
@attribute ghost1 {T,F}
@attribute ghost2 {T,F}
@attribute ghost3 {T,F}
@attribute ghost4 {T,F}
@attribute disttoghost1 {0,1,2,3}
@attribute disttoghost2 {0,1,2,3}
@attribute disttoghost3 {0,1,2,3}
@attribute disttoghost4 {0,1,2,3}
@attribute direction_ghost1 {West,Stop,East,North,South}
@attribute direction_ghost2 {West,Stop,East,North,South}
@attribute direction_ghost3 {West,Stop,East,North,South}
@attribute direction_ghost4 {West,Stop,East,North,South}
@attribute best_dir_to_g1 {West,East,North,South,None}
@attribute best_dir_to_g2 {West,East,North,South,None}
@attribute best_dir_to_g3 {West,East,North,South,None}
@attribute best_dir_to_g4 {West,East,North,South,None}
@attribute direction {West,East,North,South}

@data
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
F,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
F,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,West,West
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,West,West
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,West,West
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
F,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,West,West,West,West,West
T,T,F,F,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,West,West,West,West,West
F,T,F,T,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,South,South,South,South,South
F,F,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,South,South,South,South
F,T,T,F,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,East,East,East,East
T,T,F,F,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,East,East,East,East
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
F,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,North
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,West,East,East,East,East
T,T,F,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,West,East,South,East,South
T,T,T,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,West,North,South,North,South
T,T,T,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,West,North,South,North,South
F,T,T,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,North,North,South,North,South
T,T,T,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,North,North,West,North,West
T,T,F,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,West,East,None,East,West
T,T,F,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,West,East,None,East,West
T,T,F,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,West,East,None,East,West
F,T,F,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,South,East,None,East,South
F,T,T,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,South,North,None,North,South
F,T,T,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,South,North,None,North,South
T,T,T,F,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,West,North,None,North,West
T,T,F,F,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,West,West,None,East,West
T,T,T,F,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,North,North,None,North,North
T,F,T,T,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,North,North,None,North,North
T,F,T,T,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,North,North,None,North,North
T,F,F,T,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,West,West,None,West,West
T,T,F,T,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,West,West,None,West,West
T,T,F,T,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,West,West,None,West,West
T,T,F,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,West,None,West,West
T,T,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,North
T,F,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,North
T,T,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,North
T,T,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,North
T,T,F,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,West,None,West,West
T,T,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,North
T,F,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,North
T,F,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,North
T,F,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,North
T,T,F,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,East,None,East,East
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,East,None,East,East
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,East,None,East,East
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,East,None,East,East
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,East,None,East,East
T,T,F,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,South,None,East,South
F,T,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,South,None,East,South
T,T,T,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,West,None,East,West
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,West,None,East,West
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,West,None,East,West
F,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
T,T,F,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,East,East,East
T,T,F,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,East,East,East
T,T,F,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,East,East,East
T,T,F,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,East,East,East
T,T,F,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,South,East,East,East,East
T,T,F,T,T,T,T,T,2,0,1,3,Stop,Stop,Stop,Stop,West,East,East,East,East
T,T,F,T,T,T,T,T,2,0,1,3,Stop,Stop,Stop,Stop,West,South,East,East,South
T,T,T,T,T,T,T,T,2,0,1,3,Stop,Stop,Stop,Stop,West,South,North,East,South
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,West,South,North,East,South
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,West,South,North,East,South
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,West,South,North,North,South
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,West,None,North,North,West
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,West,None,North,North,West
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,South,None,North,North,South
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,South,None,North,North,South
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,South,None,North,North,South
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,South,None,North,North,South
T,T,T,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,Stop,Stop,None,None,North,East,East
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,North,None,North
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,North,None,North
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,North,None,North
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,West,None,West
T,T,T,T,T,T,T,T,3,2,1,0,West,West,North,North,West,North,East,North,North
T,T,T,T,T,T,T,T,3,2,1,0,South,North,East,North,West,North,East,North,North
T,T,T,T,T,T,T,T,3,1,2,0,North,North,South,North,West,West,East,East,East
T,T,T,T,T,T,T,F,2,1,0,3,East,North,South,Stop,West,West,East,None,East
T,T,T,T,T,T,T,F,2,1,0,3,South,North,South,Stop,West,West,South,None,South
T,T,T,T,T,T,T,F,2,1,0,3,West,North,South,Stop,West,North,South,None,South
T,T,T,T,T,T,T,F,2,1,0,3,West,East,South,Stop,West,North,South,None,South
T,T,T,T,T,T,T,F,2,1,0,3,West,East,South,Stop,West,North,South,None,South
T,T,T,T,T,T,T,F,1,2,0,3,North,North,East,Stop,West,North,East,None,East
T,T,T,T,T,T,T,F,2,1,0,3,South,South,East,Stop,West,North,South,None,South
T,T,T,T,T,T,T,F,1,2,0,3,West,West,East,Stop,West,North,East,None,East
T,T,T,T,T,T,T,F,1,2,0,3,North,West,East,Stop,West,North,South,None,South
T,T,T,T,T,T,T,F,1,2,0,3,North,West,East,Stop,West,North,South,None,South
T,T,T,T,T,T,T,F,1,2,0,3,West,South,North,Stop,West,North,South,None,South
T,T,T,T,T,T,T,F,1,2,0,3,East,West,East,Stop,North,North,East,None,East
T,T,T,T,T,T,T,F,1,2,0,3,North,North,East,Stop,North,North,South,None,South
T,T,T,T,T,T,F,F,0,1,2,3,South,North,Stop,Stop,North,North,None,None,North
T,T,T,T,T,T,F,F,0,1,2,3,North,West,Stop,Stop,North,North,None,None,North
T,T,T,T,T,T,F,F,0,1,2,3,South,West,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,North,South,Stop,Stop,North,North,None,None,North
T,T,T,T,T,T,F,F,0,1,2,3,North,North,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,South,East,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,South,East,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,West,East,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,West,West,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,South,South,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,East,North,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,West,East,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,East,East,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,North,West,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,South,West,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,West,South,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,West,East,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,East,East,Stop,Stop,West,North,None,None,West
T,T,T,T,T,T,F,F,0,1,2,3,North,North,Stop,Stop,South,North,None,None,South
T,T,T,T,F,T,F,F,1,0,2,3,Stop,North,Stop,Stop,None,North,None,None,North
T,T,T,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,North,None,None,North
T,T,T,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,North,None,None,North
T,T,F,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,East,None,None,East
T,T,F,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,East,None,None,East
T,T,F,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,East,None,None,East
T,T,F,T,F,T,F,F,1,0,2,3,Stop,South,Stop,Stop,None,East,None,None,East
T,T,T,T,F,T,F,F,1,0,2,3,Stop,South,Stop,Stop,None,North,None,None,North
F,T,T,T,F,T,F,F,1,0,2,3,Stop,South,Stop,Stop,None,North,None,None,North
T,T,T,T,F,T,F,F,1,0,2,3,Stop,East,Stop,Stop,None,West,None,None,West
T,T,T,T,T,T,T,T,3,2,1,0,West,East,West,Stop,West,North,South,North,North
T,T,T,T,T,T,T,T,3,1,2,0,South,East,West,North,West,West,West,East,East
T,T,T,T,T,T,T,F,2,0,1,3,West,South,West,Stop,West,West,West,None,West
T,T,T,T,T,T,T,F,2,1,0,3,West,South,West,Stop,West,West,West,None,West
T,T,T,T,T,T,T,F,2,1,0,3,West,East,North,Stop,West,West,South,None,South
T,T,T,T,T,T,T,F,2,1,0,3,North,South,East,Stop,West,West,East,None,East
T,T,T,T,T,T,T,F,2,1,0,3,West,South,East,Stop,West,West,East,None,East
T,T,T,T,T,T,T,F,2,1,0,3,West,North,South,Stop,West,West,South,None,South
T,T,T,T,T,T,T,F,2,1,0,3,West,South,South,Stop,West,West,South,None,South
T,T,T,T,T,T,T,F,2,1,0,3,West,South,West,Stop,West,West,West,None,West
T,T,T,T,T,T,T,F,2,0,1,3,North,North,West,Stop,West,West,West,None,West
T,T,T,T,T,T,T,F,2,0,1,3,North,South,East,Stop,West,West,East,None,East
T,T,T,T,T,T,T,F,2,1,0,3,North,East,North,Stop,West,West,South,None,South
T,T,T,T,T,T,T,F,2,1,0,3,South,West,North,Stop,West,West,South,None,South
T,T,T,T,T,T,T,F,2,1,0,3,South,West,North,Stop,West,North,South,None,South
T,T,T,T,T,T,F,F,1,0,2,3,South,North,Stop,Stop,West,North,None,None,North
T,T,T,T,T,T,F,F,1,0,2,3,South,North,Stop,Stop,West,North,None,None,North
T,T,T,T,T,T,F,F,1,0,2,3,North,West,Stop,Stop,West,North,None,None,North
T,T,T,T,T,T,F,F,1,0,2,3,North,West,Stop,Stop,West,West,None,None,West
T,T,T,T,T,T,F,F,1,0,2,3,North,East,Stop,Stop,West,West,None,None,West
T,T,T,T,T,T,F,F,1,0,2,3,North,North,Stop,Stop,West,North,None,None,North
T,T,T,T,T,T,F,F,1,0,2,3,South,North,Stop,Stop,West,West,None,None,West
T,T,T,T,T,T,F,F,1,0,2,3,North,North,Stop,Stop,West,North,None,None,North
T,T,T,T,T,T,F,F,1,0,2,3,North,North,Stop,Stop,West,North,None,None,North
T,T,T,T,T,T,F,F,1,0,2,3,East,East,Stop,Stop,West,West,None,None,West
T,T,T,T,T,T,F,F,1,0,2,3,East,West,Stop,Stop,West,West,None,None,West
T,T,T,T,T,T,F,F,1,0,2,3,East,West,Stop,Stop,West,West,None,None,West
T,T,T,T,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,South,None,None,None,South
T,T,T,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,South,None,None,None,South
T,T,F,F,T,T,T,T,2,0,1,3,East,East,East,South,East,East,East,East,East
T,T,F,F,T,T,T,T,2,0,1,3,East,East,East,South,East,East,East,East,East
T,T,F,F,T,T,T,T,2,0,1,3,South,South,East,East,East,East,East,East,East
T,T,F,T,T,T,T,T,2,0,1,3,South,South,East,South,East,East,East,East,East
T,T,F,T,T,T,T,T,2,0,1,3,South,North,East,East,South,South,East,East,South
T,F,T,T,T,T,T,T,2,0,1,3,West,West,West,North,South,South,North,South,South
T,T,T,T,T,F,T,T,1,3,0,2,West,Stop,South,West,East,None,East,East,East
T,T,F,T,T,F,T,T,1,3,0,2,East,Stop,South,South,East,None,East,East,East
T,T,F,T,T,F,T,T,1,3,0,2,East,Stop,South,West,East,None,East,East,East
T,T,F,T,T,F,T,T,1,3,0,2,North,Stop,North,West,South,None,East,East,East
T,T,T,T,T,F,T,T,1,3,0,2,West,Stop,North,North,West,None,North,East,North
F,T,T,T,T,F,T,T,1,3,0,2,South,Stop,North,East,South,None,East,East,East
T,F,T,T,T,F,F,T,0,2,3,1,South,Stop,Stop,South,West,None,None,South,South
T,T,T,F,T,F,F,T,0,2,3,1,West,Stop,Stop,West,West,None,None,East,East
T,T,F,T,T,F,F,T,1,2,3,0,West,Stop,Stop,West,West,None,None,East,East
T,T,F,T,T,F,F,T,1,2,3,0,West,Stop,Stop,North,West,None,None,East,East
T,T,T,T,T,F,F,T,1,2,3,0,West,Stop,Stop,West,West,None,None,South,South
T,T,T,T,T,F,F,T,1,2,3,0,East,Stop,Stop,West,South,None,None,South,South
T,T,T,T,T,F,F,T,1,2,3,0,West,Stop,Stop,West,South,None,None,South,South
F,F,T,T,T,F,F,T,1,2,3,0,West,Stop,Stop,West,South,None,None,South,South
T,T,T,T,T,F,F,T,1,2,3,0,West,Stop,Stop,South,West,None,None,West,West
T,T,F,T,T,F,F,T,1,2,3,0,West,Stop,Stop,South,West,None,None,South,South
F,T,T,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,North,None,None,None,North
T,T,F,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,West
T,T,F,F,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,West
T,T,F,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,West,None,None,None,West
T,T,T,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,West,None,None,None,West
T,T,T,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,West
T,T,T,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,West
T,T,F,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,West
T,T,F,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,West,None,None,None,West
T,T,F,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,West,None,None,None,West
T,T,F,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,West,None,None,None,West
T,T,F,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,West
T,T,F,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,West
T,T,F,F,T,T,T,T,2,0,1,3,South,North,West,Stop,West,East,East,East,East
T,T,F,F,T,T,T,T,2,0,1,3,East,West,East,North,East,East,East,East,East
T,T,F,F,T,T,T,T,2,0,1,3,South,West,East,North,East,East,East,East,East
T,T,F,T,T,T,T,T,2,0,1,3,South,West,East,West,East,South,East,East,South
F,T,T,T,T,F,T,T,1,3,0,2,East,Stop,South,West,East,None,North,East,North
T,T,F,T,T,F,T,T,1,3,0,2,North,Stop,North,West,East,None,East,East,East
T,T,F,T,T,F,T,T,1,3,0,2,North,Stop,North,West,South,None,East,East,East
T,T,F,F,T,F,T,T,1,3,0,2,North,Stop,West,North,West,None,East,East,East
T,T,F,F,T,F,T,T,2,3,0,1,West,Stop,East,East,East,None,East,East,East
T,T,F,F,T,F,T,T,2,3,0,1,East,Stop,South,East,East,None,East,East,East
T,T,F,T,T,F,T,T,2,3,0,1,East,Stop,East,North,South,None,East,East,East
T,T,F,T,T,F,F,T,1,2,3,0,South,Stop,Stop,West,West,None,None,South,South
T,F,T,T,T,F,F,T,1,2,3,0,South,Stop,Stop,East,West,None,None,South,South
T,T,T,F,T,F,F,T,1,2,3,0,North,Stop,Stop,East,West,None,None,East,East
T,T,F,T,T,F,F,T,1,2,3,0,South,Stop,Stop,East,West,None,None,East,East
T,T,F,T,T,F,F,T,1,2,3,0,East,Stop,Stop,East,West,None,None,East,East
T,T,T,T,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,West,None,None,None,West
T,T,F,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,West,None,None,None,West
T,T,F,T,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,West,None,None,None,West
T,T,T,F,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,West,None,None,None,West
T,T,T,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,South,None,None,None,South
T,F,T,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,South,None,None,None,South
T,F,T,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,South,None,None,None,South
T,T,F,F,T,T,T,T,0,1,2,3,Stop,Stop,West,South,West,West,West,East,West
T,T,F,F,T,T,T,T,0,1,2,3,Stop,Stop,West,South,West,West,West,East,West
F,T,T,F,T,T,T,T,0,1,2,3,East,East,West,North,North,North,North,North,North
F,F,T,T,T,T,T,T,0,1,2,3,West,East,West,West,North,North,North,North,North
T,T,T,T,T,T,T,T,0,2,1,3,West,West,West,East,West,North,North,North,West
T,T,F,F,T,T,T,T,0,1,2,3,East,East,West,South,West,East,East,East,West
T,T,F,T,F,T,T,T,3,0,1,2,North,North,West,South,None,East,East,East,East
T,T,F,F,F,T,T,T,3,0,1,2,South,South,East,North,None,East,East,East,East
T,T,T,T,F,T,T,T,3,0,1,2,South,South,East,North,None,North,North,East,North
F,F,T,T,F,T,T,T,3,0,1,2,South,North,West,North,None,North,North,North,North
T,F,T,T,F,T,T,T,3,0,1,2,East,South,West,North,None,North,North,North,North
F,F,T,T,F,T,T,T,3,1,0,2,East,West,East,South,None,North,North,North,North
T,T,T,T,F,T,T,T,3,1,0,2,East,East,North,North,None,East,East,East,East
T,T,F,F,F,T,T,T,3,1,0,2,West,East,North,South,None,East,East,East,East
T,T,F,F,F,T,T,T,3,1,0,2,West,East,North,South,None,East,East,East,East
T,T,F,T,F,T,T,T,3,1,0,2,North,East,North,South,None,East,South,East,South
F,T,T,T,F,T,F,T,2,0,3,1,North,East,West,North,None,East,None,North,East
T,F,T,T,F,T,F,T,2,0,3,1,North,East,West,North,None,South,None,North,South
T,T,T,F,F,F,F,T,1,2,3,0,North,Stop,West,South,None,None,None,North,North
T,F,T,T,F,F,F,T,1,2,3,0,East,Stop,West,North,None,None,None,North,North
T,T,F,T,F,F,F,T,1,2,3,0,East,East,North,South,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,West,North,South,South,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,South,South,West,South,None,None,None,East,East
T,T,T,T,F,F,F,T,1,2,3,0,South,South,East,South,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,South,North,North,South,None,None,None,East,East
T,T,T,F,F,F,F,T,1,2,3,0,South,South,South,South,None,None,None,East,East
T,F,F,T,F,F,F,T,1,2,3,0,East,North,West,South,None,None,None,South,South
