@relation 'pacmanKeyboard-weka.filters.unsupervised.attribute.Remove-R1-2,11-18,31-34'

@attribute goWest {T,F}
@attribute goEast {T,F}
@attribute goNorth {T,F}
@attribute goSouth {T,F}
@attribute ghost1 {T,F}
@attribute ghost2 {T,F}
@attribute ghost3 {T,F}
@attribute ghost4 {T,F}
@attribute disttoghost1 {0,1,2,3}
@attribute disttoghost2 {0,1,2,3}
@attribute disttoghost3 {0,1,2,3}
@attribute disttoghost4 {0,1,2,3}
@attribute direction_ghost1 {West,Stop,East,North,South}
@attribute direction_ghost2 {West,Stop,East,North,South}
@attribute direction_ghost3 {West,Stop,East,North,South}
@attribute direction_ghost4 {West,Stop,East,North,South}
@attribute best_dir_to_g1 {West,East,North,South,None}
@attribute best_dir_to_g2 {West,East,North,South,None}
@attribute best_dir_to_g3 {West,East,North,South,None}
@attribute best_dir_to_g4 {West,East,North,South,None}
@attribute direction {West,East,North,South}

@data
T,F,T,T,F,T,F,T,2,1,3,0,Stop,West,Stop,West,None,North,None,North,North
T,F,T,T,F,T,F,T,2,1,3,0,Stop,West,Stop,West,None,North,None,North,North
T,F,T,T,F,T,F,T,2,1,3,0,Stop,West,Stop,North,None,North,None,North,North
T,T,F,T,F,T,F,T,2,1,3,0,Stop,West,Stop,North,None,East,None,East,East
T,T,F,F,F,T,F,T,2,0,3,1,Stop,West,Stop,North,None,East,None,East,East
T,T,F,F,F,T,F,T,2,1,3,0,Stop,East,Stop,North,None,East,None,East,East
T,T,F,F,F,T,F,T,2,1,3,0,Stop,East,Stop,West,None,East,None,East,East
T,T,F,F,F,T,F,T,2,1,3,0,Stop,West,Stop,South,None,East,None,East,East
T,T,F,T,F,T,F,T,2,0,3,1,Stop,West,Stop,East,None,East,None,East,East
T,T,F,T,F,T,F,T,2,0,3,1,Stop,West,Stop,South,None,East,None,East,East
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,North,East,South
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,North,East,South
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,North,East,South
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,North,North,South
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,North,North,South
T,T,T,T,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,East,North,North,North,South
T,T,T,T,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,East,North,North,North,South
T,T,T,T,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,East,North,North,North,South
T,T,T,F,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,East,North,North,North,East
T,T,T,F,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,East,North,North,North,East
T,T,T,F,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,East,North,North,North,East
T,T,T,F,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,East,North,North,North,East
T,T,T,F,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,East,North,North,North,East
T,T,T,F,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,North,North,North,East
T,T,T,F,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,North,North,North,East
T,T,T,F,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,North,North,North,North
T,T,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,North,North,North,North
T,T,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,North,North,North,North
T,T,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,North,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,Stop,Stop,None,None,North,North,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,Stop,Stop,None,None,North,North,North
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,North,None,North
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,North,None,North
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,North,None,West
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,North,None,West
T,T,F,T,T,T,T,T,1,0,2,3,North,West,East,North,East,East,East,East,East
T,T,F,T,T,T,T,T,1,0,2,3,North,West,East,East,East,East,East,East,East
T,T,F,T,T,T,T,T,1,0,2,3,North,North,South,East,East,East,East,East,East
T,T,F,T,T,T,T,T,1,0,2,3,North,East,West,West,East,East,East,East,East
T,T,F,T,T,T,T,T,1,0,2,3,North,North,West,West,South,East,East,East,South
T,T,T,T,T,T,T,T,1,0,2,3,South,South,South,North,South,East,East,East,South
T,T,T,T,T,T,T,T,1,0,2,3,South,East,East,West,South,East,East,North,East
T,T,T,T,T,T,T,T,1,0,2,3,West,West,South,South,West,South,East,North,South
T,T,T,T,T,T,T,T,1,0,2,3,South,West,East,East,West,South,East,North,East
T,T,T,T,T,T,T,T,1,0,2,3,South,East,East,East,West,South,East,North,South
T,T,T,T,T,F,T,T,0,3,1,2,North,Stop,North,South,West,None,North,North,South
T,T,T,T,T,F,T,T,0,3,1,2,North,Stop,West,South,West,None,North,North,West
T,T,T,T,T,F,T,T,0,3,1,2,East,Stop,West,South,West,None,North,North,West
T,T,T,T,T,F,T,T,0,3,1,2,East,Stop,West,West,East,None,North,North,South
T,T,T,T,T,F,T,T,0,3,1,2,North,Stop,West,South,East,None,North,North,South
T,T,T,T,T,F,T,T,0,3,2,1,South,Stop,West,South,East,None,North,North,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,East,None,None,East,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,South,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,West,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,West,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,West,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,East,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,East,None,None,North,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,East,None,None,North,East,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,North,East,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,North,None,None,North,East,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,North,None,None,North,East,West
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,North,East,North
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,North,None,None,None,East,North
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,West,None,None,None,East,West
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,East,South
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,West,None,None,None,East,South
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,West,None,None,None,East,South
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,North,None,None,None,East,East
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,East,East
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,East,East
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,East,South
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,East,East
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,North,None,None,None,East,South
T,T,T,F,T,T,T,T,2,1,0,3,East,Stop,North,Stop,North,North,North,North,North
F,F,T,T,T,T,T,T,2,1,0,3,West,West,South,Stop,North,North,North,North,North
F,T,F,T,T,T,T,T,1,2,0,3,West,West,North,West,East,East,East,East,East
T,T,F,F,T,T,T,T,3,1,0,2,West,East,South,West,East,East,East,East,East
T,T,F,F,T,T,T,T,3,1,0,2,West,East,West,West,East,East,East,East,East
T,F,T,F,T,T,T,T,3,2,0,1,West,West,South,East,North,North,North,North,North
F,F,T,T,T,T,T,T,2,3,0,1,West,West,South,East,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,West,East,North,West,North,North,North,North,North
T,T,F,T,T,T,T,T,3,1,0,2,East,East,North,East,East,East,East,East,East
T,T,F,F,T,T,T,T,3,1,0,2,West,East,East,West,East,East,East,East,East
T,T,F,F,T,T,T,T,3,1,0,2,West,East,East,West,East,East,East,East,East
T,F,T,T,T,T,T,T,3,1,0,2,West,East,West,West,North,North,North,North,North
F,F,T,T,T,T,T,T,3,2,0,1,East,East,East,East,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,East,East,South,East,North,North,North,North,North
T,T,T,T,T,T,T,T,3,1,0,2,West,East,South,East,North,North,North,North,West
T,T,F,F,T,T,T,T,3,0,1,2,West,West,South,West,West,West,West,West,West
T,T,T,F,T,T,T,T,3,0,1,2,West,West,West,East,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,East,East,North,West,North,North,North,North,North
T,F,T,T,T,T,T,T,3,2,0,1,West,East,South,West,North,North,North,North,North
F,F,T,T,T,T,T,T,3,2,0,1,West,West,East,West,North,North,North,North,North
F,T,T,T,T,T,T,T,3,0,1,2,West,West,East,North,North,North,North,North,North
F,F,T,T,T,T,T,T,3,2,0,1,East,West,North,North,North,North,North,North,North
T,F,F,T,T,T,T,T,3,2,0,1,West,West,West,East,West,West,West,West,West
T,T,F,F,T,T,T,T,3,2,0,1,West,West,East,East,West,West,West,West,West
T,T,F,F,T,T,T,T,2,3,0,1,East,West,North,West,West,West,West,West,West
T,T,F,F,T,T,T,T,2,3,0,1,East,West,West,West,West,West,West,West,West
T,T,T,F,T,T,T,T,2,3,0,1,East,East,West,South,West,West,West,West,West
T,T,F,T,T,T,T,T,2,3,0,1,East,East,North,North,West,West,West,West,West
T,T,F,T,T,T,T,F,1,2,0,3,East,East,South,Stop,South,South,West,None,West
T,T,T,F,T,T,F,F,1,0,2,3,West,East,East,Stop,East,East,None,None,West
T,T,F,F,T,T,F,F,1,0,2,3,East,East,West,Stop,East,East,None,None,West
T,T,F,F,T,T,F,F,1,0,2,3,East,North,West,West,East,East,None,None,East
T,T,F,F,T,T,F,F,0,1,2,3,North,North,West,West,East,East,None,None,East
T,T,T,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
F,T,F,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,East,East,East,East,East
T,T,F,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,East,East,East,East,East
T,T,F,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,East,East,East,East,East
T,F,T,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
T,T,F,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,East,East,East,East,East
T,T,F,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,East,East,East,East,East
T,T,F,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,East,East,East,East,East
T,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
T,T,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
T,T,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,West,West,West,West,West
T,T,F,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,West,West,West,West,West
F,T,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
F,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,North,North,North,North,North
T,F,F,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,West,West,West,West,West
T,T,F,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,West,West,West,West,West
T,T,F,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,West,West,West,West,West
T,T,F,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,West,West,West,West,West
T,T,T,F,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,West,West,West,West,West
T,T,F,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,West,West,South,South,South
T,F,T,T,T,T,T,T,3,1,0,2,Stop,Stop,Stop,Stop,West,West,South,South,West
F,T,T,T,T,T,T,T,2,0,1,3,Stop,Stop,Stop,Stop,South,South,East,East,West
F,T,T,T,T,T,T,T,2,0,1,3,Stop,Stop,Stop,Stop,South,South,East,East,South
T,T,T,F,T,F,T,T,1,3,0,2,Stop,Stop,Stop,Stop,West,None,East,East,West
T,T,F,F,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,West,None,East,East,West
T,T,F,F,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,West,None,East,East,West
F,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,East,East
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,East,East
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,East,East
T,T,T,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,East,East
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,East
